This is a test scenario,,,,,,,,,
OSMFILE,ny_export.pbf,,,,,,,,
,Latitude,Longitude,Emissions,Speed,Capacity,cost/km,fixedCost,Identity,Route
DELIVERY,40.6748,-73.9981,2,,,,,,
DELIVERY,40.7106,-73.7928,10,,,,,,
DELIVERY,40.7103,-73.7929,12,,,,,,
DELIVERY,40.721,-73.9891,12,,,,,,
DELIVERY,40.7141,-73.9802,7,,,,,,
DELIVERY,40.5875,-73.9606,13,,,,,,
DELIVERY,40.7324,-73.8546,6,,,,,,
DELIVERY,40.6442,-73.9758,19,,,,,,
DELIVERY,40.7278,-74.0022,16,,,,,,
DELIVERY,40.7192,-73.9895,17,,,,,,
DELIVERY,40.6729,-73.9501,3,,,,,,
DELIVERY,40.6671,-73.9812,13,,,,,,
DELIVERY,40.6752,-73.9631,18,,,,,,
DELIVERY,40.7353,-73.9985,14,,,,,,
DELIVERY,40.7494,-73.89,19,,,,,,
DELIVERY,40.7495,-73.8889,16,,,,,,
DELIVERY,40.6874,-73.9768,11,,,,,,
DELIVERY,40.6868,-73.9754,12,,,,,,
DELIVERY,40.6861,-73.9736,7,,,,,,
DELIVERY,40.8244,-73.948,14,,,,,,
DELIVERY,40.7313,-73.9829,3,,,,,,
DELIVERY,40.7695,-73.961,3,,,,,,
DELIVERY,40.7446,-73.9964,14,,,,,,
DELIVERY,40.758,-73.9694,10,,,,,,
DELIVERY,40.677,-73.9693,10,,,,,,
DELIVERY,40.737,-73.9955,19,,,,,,
DELIVERY,40.769,-73.9631,11,,,,,,
DELIVERY,40.745,-73.9789,16,,,,,,
DELIVERY,40.7489,-73.9762,12,,,,,,
DELIVERY,40.7694,-73.9631,12,,,,,,
DELIVERY,40.777,-73.9536,5,,,,,,
DELIVERY,40.7906,-73.9751,12,,,,,,
DELIVERY,40.7943,-73.9725,8,,,,,,
DELIVERY,40.7951,-73.9718,16,,,,,,
DELIVERY,40.8006,-73.9677,6,,,,,,
DELIVERY,40.71,-73.8474,12,,,,,,
DELIVERY,40.7104,-73.9632,7,,,,,,
DELIVERY,40.8812,-74.2278,4,,,,,,
DELIVERY,40.8384,-73.9134,6,,,,,,
DELIVERY,40.7147,-73.9916,6,,,,,,
DELIVERY,40.7438,-73.974,7,,,,,,
DELIVERY,40.6779,-74.012,13,,,,,,
DELIVERY,40.7113,-73.9461,9,,,,,,
DELIVERY,40.7149,-73.9446,15,,,,,,
DELIVERY,40.7179,-73.9451,8,,,,,,
DELIVERY,40.7261,-73.9522,8,,,,,,
DELIVERY,40.7284,-73.9572,9,,,,,,
DELIVERY,40.7438,-73.922,8,,,,,,
DELIVERY,40.6966,-73.7436,11,,,,,,
DELIVERY,40.7065,-73.7954,19,,,,,,
DELIVERY,40.7063,-73.7953,17,,,,,,
DELIVERY,40.7084,-73.8306,18,,,,,,
DELIVERY,40.7602,-73.8283,17,,,,,,
DELIVERY,40.8065,-73.942,19,,,,,,
DELIVERY,40.7447,-73.9908,6,,,,,,
DELIVERY,40.6765,-73.9717,16,,,,,,
DELIVERY,40.7097,-74.0065,12,,,,,,
DELIVERY,40.7184,-73.99,6,,,,,,
